jiu jiu ba shi yi,九九八十一,九九八十一,1
ji ben qing kuang jiu shi zhe yang le,基本情况就是这样了,基本情况就是这样了,1
zhi xu yao rou ti,只需要肉体,只需要肉体,1
Ren sheng zong shi chong man le ge zhong ge yang de yi wai,人生总是充满了各种各样的意外,人生总是充满了各种各样的意外,1
cong cong na nian,匆匆那年,匆匆那年,1
yan lei du shi wo de ti hui,眼泪都是我的体会,眼泪都是我的体会,1
ca gan yan lei bu rang ni kan jian,擦干眼泪不让你看见,擦干眼泪不让你看见,1
gou jian ren lei ming yun gong tong ti,构建人类命运共同体,构建人类命运共同体,1
xi jin ping guan xin de liu jian shi,习近平关心的六件事,习近平关心的六件事,1
wu mai wen ti yan zhong wei hai jian kang,雾霾问题严重危害健康,雾霾问题严重危害健康,1
quan qiu hua wen ti xu yao quan qiu ren xie shou jie jue,全球化问题需要全球人携手解决,全球化问题需要全球人携手解决,1
ha ha ha ha ha ha ha,哈哈哈哈哈哈哈,哈哈哈哈哈哈哈,1
wo cha dian bao lu le zi ji,我差点暴露了自己,我差点暴露了自己,1
xiang bu chu qi ta de le,想不出其他的了,想不出其他的了,1
wo kan dao ni men le,我看到你们了,我看到你们了,1
mei you ren neng duo guo wo de yan jing,没有人能躲过我的眼睛,没有人能躲过我的眼睛,1
cun chu qi de ceng ci jie gou,存储器的层次结构,存储器的层次结构,1
wo de nu pu shi bu xiu de,我的奴仆是不朽的,我的奴仆是不朽的,1
jiao wo nv wang da ren,叫我女王大人,叫我女王大人,1
Wo men jin tian de nei rong geng duo guan zhu de shi zhe li,我们今天的内容更多关注的是这里,我们今天的内容更多关注的是这里,1
Qing hua da xue shi yi suo hao xue xiao,清华大学是一所好学校,清华大学是一所好学校,1
Zhe ge wang zhan hen qiang,这个网站很强,这个网站很强,1
Neng yu jian ni zhen de hen xing yun,能遇见你真的很幸运,能遇见你真的很幸运,1
Neng gou he ni zai yi qi yi jing bie wu suo qiu,能够和你在一起已经别无所求,能够和你在一起已经别无所求,1
Wo ai ni,我爱你,我爱你,1
Zhen xiang yong yuan zhi you yi ge,真相永远只有一个,真相永远只有一个,1
You yi pian hai tan,有一片海滩,有一片海滩,1
Ru guo ni kan dao ta hui dao hai an,如果你看到他回到海岸,如果你看到他回到海岸,1
Wo de ming zi,我的名字,我的名字,1
Zhe ge shu ru fa hen qiang,这个输入法很强,这个输入法很强,1
Zai guang bo dian tai bo chu yi dang jie mu,在广播电台播出一档节目,在广播电台播出一档节目,1
Wo men jiang tiao xuan ren zui duo de yi ge shi jian,我们将挑选人最多的一个时间,我们将挑选人最多的一个时间,1
Ji suan ji shi yi men you qu de xue ke,计算机是一门有趣的学科,计算机是一门有趣的学科,1
Wo xi huan xiang jiao wei de te lang pu,我喜欢香蕉味的特朗普,我喜欢香蕉味的特朗普,1
Xiao pang pang you yi ge da du pi,小胖胖有一个大肚皮,小胖胖有一个大肚皮,1
Ren yu ren zhi jian wei sha yao hu xiang shang hai ne,人与人之间为啥要互相伤害呢,人与人之间为啥要互相伤害呢,1
ren yu ren zhi jian zui ji ben de xin ren ne,人与人之间最基本的信任呢,人与人之间最基本的信任呢,1
wo dao he bei sheng lai,我到河北省来,我到河北省来,1
wo ye shi yi ge guang dong ren,我也是一个广东人,我也是一个广东人,1
suo yi wo men shi lao xiang,所以我们是老乡,所以我们是老乡,1
chi pu tao bu tu pu tao pi,吃葡萄不吐葡萄皮,吃葡萄不吐葡萄皮,1
mei ge ren dou shi li xing de,每个人都是理性的,每个人都是理性的,1
shang shan ruo shui,上善若水,上善若水,1
xie xie da jia lai can jia wo de sheng ri,谢谢大家来参加我的生日,谢谢大家来参加我的生日,1
ai yi ge ren zhe yang rong yi,爱一个人这样容易,爱一个人这样容易,1
dai wo zou qu yao yuan de xing qiu,带我走去遥远的星球,带我走去遥远的星球,1
ke ai you mi ren de fan pai jue se,可爱又迷人的反派角色,可爱又迷人的反派角色,1
wo men shi chuan suo zai yin he de huo jian dui,我们是穿梭在银河的火箭队,我们是穿梭在银河的火箭队,1
bai se de ming tian zai deng dai zhe wo men,白色的明天在等待着我们,白色的明天在等待着我们,1
xu duo ren suo wei de cheng shu,许多人所谓的成熟,许多人所谓的成熟,1
wo men shi gong chan zhu yi jie ban ren,我们是共产主义接班人,我们是共产主义接班人,1
xiao ke dou zhao ma ma,小蝌蚪找妈妈,小蝌蚪找妈妈,1
she hui zui da de zui e,社会最大的罪恶,社会最大的罪恶,1
Zui ai ni de ren shi wo,最爱你的人是我,最爱你的人是我,1
Guo jia zhi jian zhi you li yi,国家之间只有利益,国家之间只有利益,1
Wei xin xiao cheng xu chong xin fa ming le liu lan qi,微信小程序重新发明了浏览器,微信小程序重新发明了浏览器,1
Tong guo ji yin gong cheng zhi zao mao niang shi ke xing de,通过基因工程制造猫娘是可行的,通过基因工程制造猫娘是可行的,1
Jin tian kong qi hao bu hao,今天空气好不好,今天空气好不好,1
Lin xian sheng fa feng le,林先生发疯了,林先生发疯了,1
Shi bu shi yi hou ke yi yong zhe ge dong xi liao tian,是不是以后可以用这个东西聊天,是不是以后可以用这个东西聊天,1
De guo she hui min zhu dang xuan ju qian ou zhou yi hui yi zhang ma ding shu er ci dan ren dang kui,的国社会民主党选举前欧洲议会议长马丁舒尔茨担任党魁,德国社会民主党选举前欧洲议会议长马丁舒尔茨担任党魁,0.96
Qing hua da xue de ren gong zhi neng dao lun ke cheng shi fen de you qu,清华大学的人工智能导论课程十分地有趣,清华大学的人工智能导论课程十分的有趣,0.944444
Yi xie chang shang hui zai mou zhong yi yi shang gai jin xing neng de ying xiang,一些厂商会在某种意义上改进行能的影响,一些厂商会在某种意义上改进性能的影响,0.944444
Ge da cheng shi lu bian pai man ge zhong yan se de gong xiang dan che,个大城市路边排满各种颜色的共享单车,各大城市路边排满各种颜色的共享单车,0.941176
wo de peng you song le wo yi pen lv zhi zuo wei sheng ri li wu,我的朋友送了我一盆绿之作为生日礼物,我的朋友送了我一盆绿植作为生日礼物,0.941176
li hun yi nian nei dai kuan ren dai kuan an er tao fang zhi xing,离婚一年内贷款人贷款案二套房执行,离婚一年内贷款人贷款按二套房执行,0.9375
zhe ge bao gao jing guo hao ji bai ge jiao shou yi zhi tong guo,这个报告经过好几百个教授一直通过,这个报告经过好几百个教授一致通过,0.9375
nan fang de xiao zhen yin yu de dong tian mei you bei fang leng,南方的小镇霪雨的冬天没有北方冷,南方的小镇阴雨的冬天没有北方冷,0.933333
qing zai ping bi men wan quan da kai hou cong you ce xia che,青在屏蔽门完全打开后从右侧下车,请在屏蔽门完全打开后从右侧下车,0.933333
Qi shi zao zai jun xun de shi hou jiu bei ni xi yin le,其实早在军训的时候就被泥吸引了,其实早在军训的时候就被你吸引了,0.933333
Guo ji kang ai lian meng he shi jie wei sheng zu zhi kan dao quan qiu ai zheng fa bing lv he si wang lv ji ju shang sheng,国际抗癌联盟和世界卫生组织看到全球癌症发病率和死亡率计局上升,国际抗癌联盟和世界卫生组织看到全球癌症发病率和死亡率急剧上升,0.933333
ren yu ren zhi jian zen me jiu bu neng hu xiang shang hai ne,人与人之间怎麽就不能互相伤害呢,人与人之间怎么就不能互相伤害呢,0.933333
du zhe zi ji ye ke yi lie ju bing jia yi zheng ming,读者自己也可以列车并加以证明,读者自己也可以列举并加以证明,0.928571
zhu chang zuo zhan de zhong guo dui shuai xian fa qi jin gong,主场作战的中国队率先发起进供,主场作战的中国队率先发起进攻,0.928571
zhi neng ji shu yu xi tong guo jia zhong dian shi yan shi,智能技术语系统国家重点实验室,智能技术与系统国家重点实验室,0.928571
mei tian hui jia dou hui kan dao wo lao po zai zhuang si,每天回家都会看到我老婆在撞死,每天回家都会看到我老婆在装死,0.928571
yao hao fei xin li wei chi de dong xi mei you yi yi,要耗费信力维持的东西没有意义,要耗费心力维持的东西没有意义,0.928571
Ping guo gong si ji jiang tui chu yi kuan an zhuo shou ji,苹果公司机将推出一款安卓手机,苹果公司即将推出一款安卓手机,0.928571
Mei xi shi shi jie shang zui hao de zu qiu yun dong yuan,梅溪是世界上最好的足球运动员,梅西是世界上最好的足球运动员,0.928571
qing da jia xuan ze ni jue de ke yi de shi jian,请大家选择你觉得可以地时间,请大家选择你觉得可以的时间,0.923077
Shang mian shi shei ba guo ji ge dou tie chu lai le,上面是谁把国际合都贴出来了,上面是谁把国际歌都贴出来了,0.923077
you mei you yi shou ge rang ni xiang qi yi ge ren,有没有一首个让你想起一个人,有没有一首歌让你想起一个人,0.923077
zhong guo guo jia dui zhan sheng han guo guo jia dui,中国国家队战胜韩国国家对,中国国家队战胜韩国国家队,0.916667
Wo shi shuo zai zuo de ge wei dou shi la ji,我是说在做的各位都是垃圾,我是说在座的各位都是垃圾,0.916667
wei lai de she hui shi xin xi hua de she hui,未来的社会失信息化的社会,未来的社会是信息化的社会,0.916667
Hei zhua ke yi chong jian ni fu qin de di guo,黑爪可以重见你父亲的帝国,黑爪可以重建你父亲的帝国,0.916667
ying xiang shi wu mi nei suo you you fang mu biao,影响十五米内所有蚴方目标,影响十五米内所有友方目标,0.916667
Bi mian di san ci shi jie da zhan de fa sheng,避免的三次世界大战的发生,避免第三次世界大战的发生,0.916667
Wo jiang bu gu yi qie de lai dao zhe di fang,我将不顾一切的来到这地方,我将不顾一切地来到这地方,0.916667
shu xue fen xi ben shen jiu shi nan xue de,术学分析本身就是难学的,数学分析本身就是难学的,0.909091
zhe ge di fang hao xiang ke yi liao tian ne,这个地方好像可以聊天哪,这个地方好像可以聊天呢,0.909091
guo jia tu shu guan zhan shi huan cheng che zhan,国家图书馆站式换乘车站,国家图书馆站是换乘车站,0.909091
qing xie dai hao sui shen de xing li wu pin,请携带好随身的行礼物品,请携带好随身的行李物品,0.909091
Jie xia lai zhe ju ni men neng gou cai dao,接下来这句你们能够踩到,接下来这句你们能够猜到,0.909091
nin zhe ge ren er da gai xi huan zhao xiang,您这个人二大概喜欢照相,您这个人儿大概喜欢照相,0.909091
neng bu neng gei wo hao yi dian de qing di,能不能给我好一点的情的,能不能给我好一点的情敌,0.909091
da jia xi huan ting de ge duo zhong duo yang,大家喜欢听的个多种多样,大家喜欢听的歌多种多样,0.909091
wo men jiu da fa ci bei de gao su ni,我们就大发慈悲的告诉你,我们就大发慈悲地告诉你,0.909091
bu guo shi bei xi su mo qu le leng jiao,不过是被习俗抹去了棱角,不过是被习俗磨去了棱角,0.909091
Wei yu mei guo jia li fu ni ya zhou jiu jin shan wan de a er ka te la si dao shang de lian bang jian yu zao dao fei zhi,位于美国家利福尼亚洲旧金山玩的阿尔卡特拉斯岛上的联邦监狱遭到废止,位于美国加利福尼亚州旧金山湾的阿尔卡特拉斯岛上的联邦监狱遭到废止,0.90625
Shen ye zhong xing xing dian dian de deng huo rang ren xiang qi na ge gu lao de meng xiang,深夜中星星甸甸的灯火让人想起那个古老的梦想,深夜中星星点点的灯火让人想起那个古老的梦想,0.904762
Da kuo hao hou mian ying bu ying gai huan hang yi zhi yi lai dou shi you zheng yi de,大括号后面影不应该还行一直以来都是有争议的,大括号后面应不应该换行一直以来都是有争议的,0.904762
jiu zuo le yi dian wei xiao de gong zuo,就做了一点微笑的工作,就做了一点微小的工作,0.9
Xiang yao yi zhi ai zhe mou wu de hua,想要一直挨着某物的话,想要一直爱着某物的话,0.9
Yi yao guai zhi si lai shuo tai chang le,一妖怪之死来说太长了,以妖怪之死来说太长了,0.9
Hen duo ren can yu le ci tiao bian ji,很多人参与了磁条编辑,很多人参与了词条编辑,0.9
La tiao shi yi zhong you ming de xiao chi,辣条是一种有明的小吃,辣条是一种有名的小吃,0.9
Chui a chui a wo de jiao ao fang zong,吹啊吹啊我的骄傲放总,吹啊吹啊我的骄傲放纵,0.9
bi ru deng shang yi zhu song mu ti zi,比如登上一竺松木梯子,比如登上一株松木梯子,0.9
meng dao le qi guai de wai xing sheng wu,梦到了奇怪的外省生物,梦到了奇怪的外星生物,0.9
gang gang yi jing bian guo yi ju hua le,刚刚已经变过一句话了,刚刚已经编过一句话了,0.9
Jiu qing ni gao su ta ni de ming zi,就请你告诉他旎的名字,就请你告诉他你的名字,0.9
wo ai xue xi xue xi shi wo kuai le,我爱学习学习是我快乐,我爱学习学习使我快乐,0.9
hei ye gei le wo hei se de yan jing,黑夜给了倭黑色的眼睛,黑夜给了我黑色的眼睛,0.9
gu du he xuan xiao dou nan yi ren shou,孤独和喧嚣都难以人受,孤独和喧嚣都难以忍受,0.9
San yue san shi er ri shi xing qi yi,三月三十二日是星期以,三月三十二日是星期一,0.9
sui ran yi jing jie jue le jian li xin ji fen fang fa de shou yao wen ti,虽然已经解决了建立新齑粉方法的首要问题,虽然已经解决了建立新积分方法的首要问题,0.894737
dui ran se ti ren gong he cheng de gong zuo ji yu le gao du ping jia,对染色体人共和成的工作给予了高度评价,对染色体人工合成的工作给予了高度评价,0.888889
ni mei ti ben shen ye yao pan duan,尼媒体本身也要判断,你媒体本身也要判断,0.888889
Guan che ai yu zhen shi de xie e,贯彻哀与真实的邪恶,贯彻爱与真实的邪恶,0.888889
Ye sheng de ji suan ji chu xian le,业生的计算机出现了,野生的计算机出现了,0.888889
guo shen nan du de shu xue ke hui ying xiang wu li si wei de fa zhan,过身难度的数学科会影响物理思维的发展,过深难度的数学课会影响物理思维的发展,0.888889
xi tong dui yu ren men lai shuo bing bu shi yi ge mo sheng de ming ci,系统对于人们来说并不是一个陌生的暝辞,系统对于人们来说并不是一个陌生的名词,0.888889
Bu yao shuo wo men yi wu suo you,不要说我们已无所有,不要说我们一无所有,0.888889
qing shou chi che piao tong guo zha ji,亲手持车票通过闸机,请手持车票通过闸机,0.888889
shang che de cheng ke qing wang li zou,上车的乘客情往里走,上车的乘客请往里走,0.888889
ru guo zai jian bu neng hong zhuo yan,如果再见不能哄着眼,如果再见不能红着眼,0.888889
Wo jue de ken ding yue duo yue ka,我觉得肯定越多月卡,我觉得肯定越多越卡,0.888889
chong fen kai fa zhi ling bing xing xing,充分开发指令并行行,充分开发指令并行性,0.888889
Gu du de ren ta jiu zai hai shang,孤独的人她就在海上,孤独的人他就在海上,0.888889
bu chi pu tao dao tu pu tao pi,不吃葡萄到吐葡萄皮,不吃葡萄倒吐葡萄皮,0.888889
wei le fang zhi shi jie bei po huai,为了防止世界杯破坏,为了防止世界被破坏,0.888889
guan che ai yu zhen shi de xie e,贯彻哀与真实的邪恶,贯彻爱与真实的邪恶,0.888889
Jin tian de lan qiu sai zhen jing cai,今天的篮球赛帧精彩,今天的篮球赛真精彩,0.888889
Guang zai zhe me chang de shi jian li ke yi pao san shi wan gong li,光在这麽氅的时间里可以跑三十万公里,光在这么长的时间里可以跑三十万公里,0.882353
bei jing de fang jia shi fou zai tou zhi nian qing ren de chuang zao li,北京的房价是否在头之年轻人的创造力,北京的房价是否在透支年轻人的创造力,0.882353
zhe shi yi ge hen chang hen chang hen chang hen chang de yang li shu ju,这是一个很长很长很长很长的秧励数据,这是一个很长很长很长很长的样例数据,0.882353
you mei you bie de ren xuan ne,有没有别的人选哪,有没有别的人选呢,0.875
Yue guo chang cheng zou xiang shi jie,说过长城走向世界,越过长城走向世界,0.875
jiu xiang yang guang chuan guo hei ye,就襄阳光穿过黑夜,就像阳光穿过黑夜,0.875
Yu xi zai shou tian xia wo you,玉玺在受天下我有,玉玺在手天下我有,0.875
neng zheng que shu chu suan wo shu,能正确输出算我熟,能正确输出算我输,0.875
wei xian de shi gu ran mei li,危险的是固然美丽,危险的事固然美丽,0.875
mei hua bian luo man le nan shan,梅花边落满了南山,梅花便落满了南山,0.875
Re lie de ran shao qi lai ba,热烈的燃烧起来吧,热烈地燃烧起来吧,0.875
bu zhi dao ru guo you duo yin zi hui bu hui zeng jia nan du,不知道如果有多因子会不会增加难度,不知道如果有多音字会不会增加难度,0.875
ni men zhe shi zi xun si lu,你们这是自寻思路,你们这是自寻死路,0.875
hen yi ge ren zhe yang rong yi,很一个人这样容易,恨一个人这样容易,0.875
Ni xian zai chong man le jue xin,拟现在充满了决心,你现在充满了决心,0.875
